mvmt_id,node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,type,penalty,capacity,ctrl_type,op_note
132897,64052,,39361,1,1,36005,1,2,,,,Signal,
132899,77799,,36002,1,2,36009,1,2,,,,   ,
132900,77799,,36036,1,2,36008,1,2,,,,   ,
132901,77755,,35876,1,2,36011,1,2,,,,   ,
132902,77755,,41536,1,2,36010,1,2,,,,   ,
132904,77766,,35897,1,1,36014,1,2,,,,Signal,
132905,77766,,35897,3,3,36015,1,2,,,,Signal,
132906,77766,,35897,1,3,36016,1,3,,,,Signal,
132907,77766,,35907,2,2,36013,1,3,,,,Signal,
132908,77766,,35907,1,2,36015,1,2,,,,Signal,
132909,77766,,35907,1,1,36016,1,3,,,,Signal,
132910,77766,,36116,1,1,36013,1,3,,,,Signal,
132911,77766,,36116,1,2,36014,1,2,,,,Signal,
132912,77766,,36116,2,2,36016,1,3,,,,Signal,
132913,77766,,40287,1,3,36013,1,3,,,,Signal,
132914,77766,,40287,3,3,36014,1,2,,,,Signal,
132915,77766,,40287,1,1,36015,1,2,,,,Signal,
132918,70635,,18806,1,1,36020,1,2,,,,Signal,
132920,70635,,18806,1,1,36022,1,1,,,,Signal,
132921,70635,,18870,1,1,36019,1,1,,,,Signal,
132923,70635,,18870,1,1,36022,1,1,,,,Signal,
132927,70635,,36041,2,2,36019,1,1,,,,Signal,
132928,70635,,36041,1,2,36020,1,2,,,,Signal,
132931,77807,,55563,1,2,36025,1,2,,,,   ,
132934,77807,,55571,1,2,36023,1,2,,,,   ,
132936,77794,,35980,1,2,36027,1,1,,,,   ,
132938,77794,,55559,1,1,36026,1,2,,,,   ,
132945,77773,,35919,1,1,36033,1,2,,,,Signal,
132946,77773,,35919,1,1,36034,1,2,,,,Signal,
132962,77773,,40344,2,2,36029,1,1,,,,Signal,
132966,77773,,40344,1,2,36034,1,2,,,,Signal,
132967,77773,,40345,1,1,36029,1,1,,,,Signal,
132971,77773,,40345,1,2,36033,1,2,,,,Signal,
132972,77756,,35878,2,2,36036,1,2,,,,Signal,
132973,77756,,35878,1,1,36037,1,2,,,,Signal,
132974,77756,,35878,1,2,36038,1,2,,,,Signal,
132975,77756,,36009,1,1,36035,1,2,,,,Signal,
132976,77756,,36009,1,2,36037,1,2,,,,Signal,
132977,77756,,36009,2,2,36038,1,2,,,,Signal,
132978,77756,,36055,2,2,36035,1,2,,,,Signal,
132979,77756,,36055,1,2,36036,1,2,,,,Signal,
132980,77756,,36055,1,1,36038,1,2,,,,Signal,
132981,77756,,36090,1,2,36035,1,2,,,,Signal,
132982,77756,,36090,1,1,36036,1,2,,,,Signal,
132983,77756,,36090,2,2,36037,1,2,,,,Signal,
132986,77806,,36022,1,1,36042,1,1,,,,   ,
132987,77806,,36063,1,2,36041,1,2,,,,   ,
132996,77819,,36089,1,2,36048,1,2,,,,   ,
132997,77494,,35031,1,4,36050,1,4,,,,   ,
132998,77494,,35990,2,2,36049,1,4,,,,   ,
132999,77494,,35990,1,1,36050,1,4,,,,   ,
133000,77494,,36078,1,4,36049,1,4,,,,   ,
133013,77813,,36037,1,2,36056,1,2,,,,   ,
133014,77813,,36083,1,2,36055,1,2,,,,   ,
133029,77815,,36042,1,1,36064,1,2,,,,Signal,
133030,77815,,36042,1,1,36065,1,1,,,,Signal,
133031,77815,,36042,1,1,36066,1,1,,,,Signal,
133032,77815,,36183,1,1,36063,1,2,,,,Signal,
133033,77815,,36183,2,2,36065,1,1,,,,Signal,
133034,77815,,36183,1,2,36066,1,1,,,,Signal,
133035,77815,,41367,1,2,36063,1,2,,,,Signal,
133036,77815,,41367,1,1,36064,1,2,,,,Signal,
133037,77815,,41367,2,2,36066,1,1,,,,Signal,
133038,77815,,41633,1,1,36063,1,2,,,,Signal,
133039,77815,,41633,1,1,36064,1,2,,,,Signal,
133040,77815,,41633,1,1,36065,1,1,,,,Signal,
133043,77788,,35963,1,1,36070,1,3,,,,Signal,
133044,77788,,35963,1,3,36071,1,3,,,,Signal,
133045,77788,,35963,3,3,36072,1,2,,,,Signal,
133046,77788,,35988,2,2,36069,1,3,,,,Signal,
133047,77788,,35988,1,1,36071,1,3,,,,Signal,
133048,77788,,35988,1,2,36072,1,2,,,,Signal,
133049,77788,,36162,1,3,36069,1,3,,,,Signal,
133050,77788,,36162,3,3,36070,1,3,,,,Signal,
133051,77788,,36162,1,1,36072,1,2,,,,Signal,
133052,77788,,40341,1,1,36069,1,3,,,,Signal,
133053,77788,,40341,1,2,36070,1,3,,,,Signal,
133054,77788,,40341,2,2,36071,1,3,,,,Signal,
133067,77495,,35032,1,2,36077,1,2,,,,   ,
133068,77820,,36050,1,4,36079,1,4,,,,   ,
133069,77820,,36167,1,4,36078,1,4,,,,   ,
133070,77828,,36084,1,2,36081,1,2,,,,   ,
133071,77828,,36145,1,2,36080,1,2,,,,   ,
133072,77775,,35931,1,1,36083,1,2,,,,Signal,
133073,77775,,35931,1,1,36084,1,2,,,,Signal,
133074,77775,,35931,1,1,36085,1,1,,,,Signal,
133075,77775,,36056,1,1,36082,1,1,,,,Signal,
133076,77775,,36056,1,2,36084,1,2,,,,Signal,
133077,77775,,36056,2,2,36085,1,1,,,,Signal,
133078,77775,,36080,2,2,36082,1,1,,,,Signal,
133079,77775,,36080,1,2,36083,1,2,,,,Signal,
133080,77775,,36080,1,1,36085,1,1,,,,Signal,
133081,77775,,41225,1,1,36082,1,1,,,,Signal,
133082,77775,,41225,1,1,36083,1,2,,,,Signal,
133083,77775,,41225,1,1,36084,1,2,,,,Signal,
133090,71851,,20837,1,2,36089,1,2,,,,   ,
133091,77814,,36038,1,2,36091,1,2,,,,   ,
133092,77814,,41470,1,2,36090,1,2,,,,   ,
133104,77833,,36142,1,1,36099,1,1,,,,Signal,
133105,77833,,36142,1,2,36100,1,2,,,,Signal,
133106,77833,,36201,1,1,36098,1,1,,,,Signal,
133107,77833,,36201,1,1,36100,1,2,,,,Signal,
133108,77833,,41368,1,1,36098,1,1,,,,Signal,
133109,77833,,41368,1,1,36099,1,1,,,,Signal,
133112,77798,,35999,1,3,36104,1,3,,,,Signal,
133113,77798,,36048,2,2,36103,1,4,,,,Signal,
133114,77798,,36048,1,1,36104,1,3,,,,Signal,
133115,77798,,41881,1,3,36103,1,4,,,,Signal,
133116,77759,,35880,2,2,36106,1,2,,,,Signal,
133118,77759,,35880,1,2,36108,1,2,,,,Signal,
133119,77759,,35880,1,1,36109,1,2,,,,Signal,
133120,77759,,36177,1,1,36105,1,2,,,,Signal,
133122,77759,,36177,2,2,36108,1,2,,,,Signal,
133123,77759,,36177,1,2,36109,1,2,,,,Signal,
133128,77759,,40327,1,2,36105,1,2,,,,Signal,
133129,77759,,40327,1,1,36106,1,2,,,,Signal,
133131,77759,,40327,2,2,36109,1,2,,,,Signal,
133132,77759,,40346,2,2,36105,1,2,,,,Signal,
133133,77759,,40346,1,2,36106,1,2,,,,Signal,
133135,77759,,40346,1,1,36108,1,2,,,,Signal,
133156,72768,,22963,1,1,36116,1,2,,,,Signal,
133157,72768,,22963,3,3,36117,1,2,,,,Signal,
133158,72768,,22963,1,3,36118,1,3,,,,Signal,
133159,72768,,36015,2,2,36115,1,3,,,,Signal,
133160,72768,,36015,1,2,36117,1,2,,,,Signal,
133161,72768,,36015,1,1,36118,1,3,,,,Signal,
133162,72768,,36191,1,1,36115,1,3,,,,Signal,
133163,72768,,36191,1,2,36116,1,2,,,,Signal,
133164,72768,,36191,2,2,36118,1,3,,,,Signal,
133165,72768,,40289,1,3,36115,1,3,,,,Signal,
133166,72768,,40289,3,3,36116,1,2,,,,Signal,
133167,72768,,40289,1,1,36117,1,2,,,,Signal,
133172,77826,,36077,1,2,36121,1,1,,,,   ,
133173,77796,,35985,1,3,36123,1,3,,,,   ,
133174,77796,,35985,1,1,36124,1,1,,,,   ,
133175,77796,,36146,1,3,36122,1,2,,,,   ,
133176,77796,,36146,3,3,36124,1,1,,,,   ,
133177,77796,,41595,1,1,36122,1,2,,,,   ,
133178,77796,,41595,1,1,36123,1,3,,,,   ,
133180,10000213,,36003,1,2,36127,1,1,,,,   ,
133181,10000214,,41305,1,2,36126,1,2,,,,   ,
133185,77789,,35967,1,1,36130,1,1,,,,   ,
133186,77789,,35967,1,1,36131,1,2,,,,   ,
133187,77789,,35989,1,1,36129,1,1,,,,   ,
133188,77789,,35989,1,1,36131,1,2,,,,   ,
133189,77789,,36185,2,2,36129,1,1,,,,   ,
133190,77789,,36185,1,2,36130,1,1,,,,   ,
133191,63816,,8234,1,2,36133,1,2,,,,   ,
133192,63816,,41374,1,2,36132,1,2,,,,   ,
133195,77843,,36204,2,4,36136,1,3,,,,   ,
133204,74771,,35821,1,1,36140,1,1,,,,   ,
133207,74771,,41391,1,1,36139,1,1,,,,   ,
133208,66934,,12656,1,2,36142,1,2,,,,Signal,
133209,66934,,12656,1,1,36143,1,1,,,,Signal,
133210,66934,,36098,1,1,36141,1,2,,,,Signal,
133211,66934,,36098,1,1,36143,1,1,,,,Signal,
133212,66934,,36268,1,1,36141,1,2,,,,Signal,
133213,66934,,36268,1,1,36142,1,2,,,,Signal,
133215,77829,,36081,1,1,36146,1,3,,,,Signal,
133216,77829,,36081,2,2,36147,1,3,,,,Signal,
133217,77829,,36123,3,3,36145,1,2,,,,Signal,
133218,77829,,36123,1,3,36147,1,3,,,,Signal,
133219,77829,,41296,1,1,36145,1,2,,,,Signal,
133220,77829,,41296,1,3,36146,1,3,,,,Signal,
133221,77848,,40337,2,2,36149,1,3,,,,Signal,
133222,77848,,40337,1,2,36150,1,2,,,,Signal,
133223,77848,,40337,1,1,36151,1,3,,,,Signal,
133224,77848,,40339,1,1,36148,1,2,,,,Signal,
133225,77848,,40339,3,3,36150,1,2,,,,Signal,
133226,77848,,40339,1,3,36151,1,3,,,,Signal,
133227,77848,,40342,1,2,36148,1,2,,,,Signal,
133228,77848,,40342,1,1,36149,1,3,,,,Signal,
133229,77848,,40342,2,2,36151,1,3,,,,Signal,
133230,77848,,40348,3,3,36148,1,2,,,,Signal,
133231,77848,,40348,1,3,36149,1,3,,,,Signal,
133232,77848,,40348,1,1,36150,1,2,,,,Signal,
133245,77844,,36136,1,3,36157,1,3,,,,   ,
133246,70651,,18860,1,3,36158,2,4,,,,   ,
133251,77823,,36071,1,3,36163,1,3,,,,   ,
133252,77823,,36247,1,3,36162,1,3,,,,   ,
133259,77827,,36079,1,4,36168,1,4,,,,   ,
133260,77827,,40293,1,4,36167,1,4,,,,   ,
133272,77835,,36106,1,2,36178,1,2,,,,Signal,
133273,77835,,36106,1,1,36179,1,3,,,,Signal,
133274,77835,,36106,2,2,36180,1,2,,,,Signal,
133275,77835,,36237,1,2,36177,1,2,,,,Signal,
133276,77835,,36237,2,2,36179,1,3,,,,Signal,
133277,77835,,36237,1,1,36180,1,2,,,,Signal,
133278,77835,,40325,3,3,36177,1,2,,,,Signal,
133279,77835,,40325,1,1,36178,1,2,,,,Signal,
133280,77835,,40325,1,3,36180,1,2,,,,Signal,
133281,77835,,55572,1,1,36177,1,2,,,,Signal,
133282,77835,,55572,2,2,36178,1,2,,,,Signal,
133283,77835,,55572,1,2,36179,1,3,,,,Signal,
133284,65148,,10181,1,1,36182,1,1,,,,Signal,
133285,65148,,10181,1,1,36183,1,2,,,,Signal,
133286,65148,,10181,1,1,36184,1,2,,,,Signal,
133287,65148,,21695,1,1,36181,1,1,,,,Signal,
133288,65148,,21695,1,1,36183,1,2,,,,Signal,
133289,65148,,21695,1,1,36184,1,2,,,,Signal,
133290,65148,,36064,2,2,36181,1,1,,,,Signal,
133291,65148,,36064,1,1,36182,1,1,,,,Signal,
133292,65148,,36064,1,2,36184,1,2,,,,Signal,
133293,65148,,36251,1,1,36181,1,1,,,,Signal,
133294,65148,,36251,2,2,36182,1,1,,,,Signal,
133295,65148,,36251,1,2,36183,1,2,,,,Signal,
133296,77841,,36131,2,2,36186,1,1,,,,Signal,
133298,77841,,36131,1,2,36188,1,2,,,,Signal,
133299,77841,,36248,1,1,36185,1,2,,,,Signal,
133301,77841,,36248,1,1,36188,1,2,,,,Signal,
133305,77841,,41306,1,2,36185,1,2,,,,Signal,
133306,77841,,41306,1,1,36186,1,1,,,,Signal,
133310,77837,,36117,1,2,36192,1,2,,,,Signal,
133312,77837,,36117,1,1,36194,1,1,,,,Signal,
133313,77837,,40292,1,2,36191,1,2,,,,Signal,
133315,77837,,40292,2,2,36194,1,1,,,,Signal,
133319,77837,,57003,1,1,36191,1,2,,,,Signal,
133320,77837,,57003,1,1,36192,1,2,,,,Signal,
133325,77851,,36158,1,1,36198,1,1,,,,   ,
133326,77851,,36158,2,4,36199,1,3,,,,   ,
133327,72176,,21696,1,1,36201,1,1,,,,   ,
133328,72176,,36099,1,1,36200,1,1,,,,   ,
133331,77109,,33726,1,3,36204,2,4,,,,   ,
133332,77109,,36121,1,1,36204,1,1,,,,   ,
133361,77810,,36245,1,2,36216,1,2,,,,   ,
133364,77810,,40338,1,2,36215,1,2,,,,   ,
133414,77860,,36178,1,1,36240,1,2,,,,Signal,
133415,77860,,36178,1,2,36241,1,2,,,,Signal,
133416,77860,,36178,2,2,36242,1,1,,,,Signal,
133427,77860,,40351,2,2,36237,1,2,,,,Signal,
133430,77860,,40351,1,1,36241,1,2,,,,Signal,
133431,77860,,40351,1,2,36242,1,1,,,,Signal,
133432,77860,,40355,1,2,36237,1,2,,,,Signal,
133435,77860,,40355,2,2,36240,1,2,,,,Signal,
133436,77860,,40355,1,1,36242,1,1,,,,Signal,
133437,77860,,55560,1,1,36237,1,2,,,,Signal,
133440,77860,,55560,1,1,36240,1,2,,,,Signal,
133441,77860,,55560,1,1,36241,1,2,,,,Signal,
133444,77874,,36215,1,2,36246,1,2,,,,   ,
133445,77874,,36270,1,2,36245,1,2,,,,   ,
133446,77855,,36163,1,1,36248,1,1,,,,Signal,
133447,77855,,36163,3,3,36249,1,1,,,,Signal,
133448,77855,,36163,1,3,36250,1,3,,,,Signal,
133449,77855,,36186,1,1,36247,1,3,,,,Signal,
133450,77855,,36186,1,1,36249,1,1,,,,Signal,
133451,77855,,36186,1,1,36250,1,3,,,,Signal,
133452,77855,,40335,1,1,36247,1,3,,,,Signal,
133453,77855,,40335,1,1,36248,1,1,,,,Signal,
133454,77855,,40335,1,1,36250,1,3,,,,Signal,
133455,77855,,41283,1,3,36247,1,3,,,,Signal,
133456,77855,,41283,3,3,36248,1,1,,,,Signal,
133457,77855,,41283,1,1,36249,1,1,,,,Signal,
133458,77862,,36184,1,2,36252,1,2,,,,   ,
133459,77862,,36184,2,2,36253,1,1,,,,   ,
133460,77862,,41474,1,2,36251,1,2,,,,   ,
133461,77862,,41474,1,1,36253,1,1,,,,   ,
133462,77862,,41547,1,1,36251,1,2,,,,   ,
133463,77862,,41547,1,1,36252,1,2,,,,   ,
133478,77890,,37798,1,1,36261,1,1,,,,Signal,
133479,77890,,37798,1,1,36262,1,2,,,,Signal,
133480,77890,,37798,1,1,36263,1,1,,,,Signal,
133481,77890,,37800,2,2,36260,1,2,,,,Signal,
133482,77890,,37800,1,2,36262,1,2,,,,Signal,
133483,77890,,37800,1,1,36263,1,1,,,,Signal,
133484,77890,,37801,1,1,36260,1,2,,,,Signal,
133485,77890,,37801,1,2,36261,1,1,,,,Signal,
133486,77890,,37801,2,2,36263,1,1,,,,Signal,
133487,77890,,41237,1,2,36260,1,2,,,,Signal,
133488,77890,,41237,2,2,36261,1,1,,,,Signal,
133489,77890,,41237,1,1,36262,1,2,,,,Signal,
133494,77846,,36143,1,1,36269,1,1,,,,   ,
133495,77846,,41556,1,1,36268,1,1,,,,   ,
133496,77884,,36246,1,1,36271,1,2,,,,Signal,
133497,77884,,36246,1,2,36272,1,2,,,,Signal,
133498,77884,,36246,2,2,36273,1,2,,,,Signal,
133499,77884,,40317,2,2,36270,1,2,,,,Signal,
133500,77884,,40317,1,1,36272,1,2,,,,Signal,
133501,77884,,40317,1,2,36273,1,2,,,,Signal,
133502,77884,,40321,1,2,36270,1,2,,,,Signal,
133503,77884,,40321,2,2,36271,1,2,,,,Signal,
133504,77884,,40321,1,1,36273,1,2,,,,Signal,
133505,77884,,40328,1,1,36270,1,2,,,,Signal,
133506,77884,,40328,1,2,36271,1,2,,,,Signal,
133507,77884,,40328,2,2,36272,1,2,,,,Signal,
133982,77322,,34455,1,1,36457,1,1,,,,   ,
133983,77322,,40241,1,1,36456,1,1,,,,   ,
133984,77555,,35192,1,1,36459,1,1,,,,   ,
133985,77555,,35345,1,1,36458,1,1,,,,   ,
133986,77659,,35526,1,1,36461,1,1,,,,   ,
133987,77659,,57780,1,1,36460,1,1,,,,   ,
133988,10000197,,35415,1,1,36463,1,1,,,,   ,
133989,10000198,,57781,1,1,36462,1,1,,,,   ,
133990,77692,,35657,1,2,36465,1,2,,,,   ,
133991,77692,,35898,1,1,36464,1,2,,,,   ,
133992,10000227,,43228,1,3,36467,1,2,,,,   ,
133993,10000228,,43512,1,2,36466,1,3,,,,   ,
133994,69190,,16111,1,2,36469,1,2,,,,   ,
133995,69190,,43513,1,2,36468,1,2,,,,   ,
133996,10000229,,36586,1,4,36471,1,4,,,,   ,
133997,10000230,,43487,1,4,36470,1,4,,,,   ,
133998,77932,,36561,1,2,36473,1,2,,,,   ,
133999,77932,,40198,1,2,36472,1,2,,,,   ,
134000,77935,,43339,1,1,36475,1,1,,,,   ,
134001,77935,,43371,1,2,36474,1,2,,,,   ,
134003,64467,,9366,1,1,36478,1,1,,,,   ,
134006,64467,,43386,1,1,36476,1,1,,,,   ,
134008,64747,,9682,1,1,36480,1,1,,,,   ,
134009,64747,,9685,1,1,36479,1,1,,,,   ,
134010,64743,,9679,1,1,36482,1,1,,,,   ,
134011,64743,,9686,1,1,36481,1,1,,,,   ,
134030,69203,,16137,1,1,36494,1,1,,,,Signal,
134031,69203,,16137,1,2,36495,1,2,,,,Signal,
134032,69203,,36497,1,1,36493,1,2,,,,Signal,
134033,69203,,36497,1,1,36495,1,2,,,,Signal,
134034,69203,,43548,1,2,36493,1,2,,,,Signal,
134035,69203,,43548,2,2,36494,1,1,,,,Signal,
134036,64506,,9402,1,1,36497,1,1,,,,   ,
134037,64506,,9402,1,1,36498,1,1,,,,   ,
134038,64506,,9402,1,1,36499,1,1,,,,   ,
134039,64506,,36494,1,1,36496,1,1,,,,   ,
134040,64506,,36494,1,1,36498,1,1,,,,   ,
134041,64506,,36494,1,1,36499,1,1,,,,   ,
134042,64506,,36503,1,1,36496,1,1,,,,   ,
134043,64506,,36503,1,1,36497,1,1,,,,   ,
134044,64506,,36503,1,1,36499,1,1,,,,   ,
134045,64506,,40223,1,1,36496,1,1,,,,   ,
134046,64506,,40223,1,1,36497,1,1,,,,   ,
134047,64506,,40223,1,1,36498,1,1,,,,   ,
134048,65142,,10175,3,3,36501,1,1,,,,   ,
134049,65142,,10175,1,3,36502,1,3,,,,   ,
134050,65142,,36504,1,1,36500,1,2,,,,   ,
134051,65142,,36504,1,1,36502,1,3,,,,   ,
134052,65142,,40225,1,2,36500,1,2,,,,   ,
134053,65142,,40225,1,1,36501,1,1,,,,   ,
134054,77937,,36498,1,1,36504,1,1,,,,   ,
134055,77937,,36498,1,1,36505,1,1,,,,   ,
134056,77937,,36501,1,1,36503,1,1,,,,   ,
134057,77937,,36501,1,1,36505,1,1,,,,   ,
134058,77937,,36507,1,1,36503,1,1,,,,   ,
134059,77937,,36507,1,1,36504,1,1,,,,   ,
134060,64504,,9399,1,1,36507,1,1,,,,   ,
134061,64504,,36505,1,1,36506,1,1,,,,   ,
134062,77940,,36511,1,1,36509,1,1,,,,   ,
134063,77940,,36511,2,2,36510,1,1,,,,   ,
134064,77940,,43039,1,1,36508,1,2,,,,   ,
134065,77940,,43039,1,1,36510,1,1,,,,   ,
134066,77940,,43121,1,1,36508,1,2,,,,   ,
134067,77940,,43121,1,1,36509,1,1,,,,   ,
134068,77941,,36508,1,2,36512,1,2,,,,   ,
134069,77941,,42903,1,2,36511,1,2,,,,   ,
134070,77945,,36516,1,1,36514,1,1,,,,Signal,
134071,77945,,36516,1,1,36515,1,1,,,,Signal,
134072,77945,,36584,1,1,36513,1,1,,,,Signal,
134073,77945,,36584,1,1,36515,1,1,,,,Signal,
134074,77945,,43074,1,1,36513,1,1,,,,Signal,
134075,77945,,43074,1,1,36514,1,1,,,,Signal,
134076,77946,,36513,1,1,36517,1,1,,,,   ,
134077,77946,,36518,1,1,36516,1,1,,,,   ,
134078,77949,,36517,1,1,36519,1,2,,,,Signal,
134079,77949,,36517,1,1,36520,1,2,,,,Signal,
134080,77949,,43278,1,1,36518,1,1,,,,Signal,
134081,77949,,43278,1,2,36520,1,2,,,,Signal,
134082,77949,,43298,2,2,36518,1,1,,,,Signal,
134083,77949,,43298,1,2,36519,1,2,,,,Signal,
134116,10000013,,9361,1,1,36554,1,1,,,,   ,
134117,10000014,,43867,1,2,36553,1,2,,,,   ,
134118,77975,,44079,1,1,36556,1,1,,,,   ,
134119,77975,,44117,1,2,36555,1,2,,,,   ,
134120,64468,,9367,1,1,36558,1,1,,,,   ,
134121,64468,,43811,1,2,36557,1,2,,,,   ,
134122,10000233,,43387,1,1,36560,1,1,,,,   ,
134123,10000234,,43419,1,2,36559,1,2,,,,   ,
134124,77933,,36472,1,2,36562,1,2,,,,   ,
134125,77933,,43695,1,2,36561,1,2,,,,   ,
134126,65090,,10100,1,2,36564,1,2,,,,   ,
134127,65090,,43706,1,1,36563,1,1,,,,   ,
134128,77980,,43678,1,1,36566,1,1,,,,   ,
134129,77980,,43707,1,1,36565,1,1,,,,   ,
134132,64505,,9400,1,1,36570,1,1,,,,   ,
134133,64505,,36572,1,1,36569,1,1,,,,   ,
134136,77982,,43176,1,1,36574,1,1,,,,   ,
134137,77982,,43271,1,1,36573,1,1,,,,   ,
134138,77984,,43007,1,1,36576,1,1,,,,   ,
134139,77984,,43128,1,1,36575,1,1,,,,   ,
134146,77988,,41774,1,2,36581,1,2,,,,   ,
134147,77988,,42110,1,2,36580,1,2,,,,   ,
134148,10000237,,36585,1,1,36583,1,1,,,,   ,
134149,10000238,,42976,1,1,36582,1,1,,,,   ,
134150,77947,,36514,1,1,36585,1,1,,,,   ,
134151,77947,,36582,1,1,36584,1,1,,,,   ,
134152,77930,,36470,1,4,36587,1,4,,,,   ,
134153,77930,,43262,1,4,36586,1,4,,,,   ,
134154,77992,,42234,1,1,36589,1,1,,,,   ,
134155,77992,,42255,1,2,36588,1,2,,,,   ,
134156,77587,,35295,1,2,36591,1,2,,,,   ,
134157,77587,,35612,1,2,36590,1,2,,,,   ,
134158,77757,,35879,1,3,36593,1,3,,,,   ,
134159,77757,,35924,1,3,36592,1,3,,,,   ,
134160,77993,,41356,1,1,36595,1,1,,,,   ,
134161,77993,,41420,1,1,36594,1,1,,,,   ,
134162,77474,,34989,1,2,36597,1,1,,,,   ,
134163,77474,,35251,1,1,36596,1,2,,,,   ,
134168,77415,,34803,1,4,36603,1,4,,,,   ,
134169,77415,,34982,1,4,36602,1,4,,,,   ,
134170,72386,,22257,1,1,36605,1,1,,,,   ,
134173,72386,,35284,1,1,36604,1,1,,,,   ,
134182,77693,,35658,1,1,36609,1,1,,,,   ,
134183,77693,,35682,1,1,36608,1,1,,,,   ,
134188,76365,,35217,1,1,36612,1,2,,,,   ,
134189,76365,,35217,1,1,36613,1,2,,,,   ,
134191,76365,,36616,1,1,36611,1,1,,,,   ,
134192,76365,,36616,2,2,36613,1,2,,,,   ,
134194,76365,,40267,1,2,36611,1,1,,,,   ,
134195,76365,,40267,1,1,36612,1,2,,,,   ,
134200,76366,,35366,2,2,36616,1,2,,,,   ,
134201,76366,,35366,1,1,36617,1,2,,,,   ,
134203,76366,,36612,1,1,36615,1,2,,,,   ,
134204,76366,,36612,1,2,36617,1,2,,,,   ,
134206,76366,,36619,2,2,36615,1,2,,,,   ,
134207,76366,,36619,1,2,36616,1,2,,,,   ,
134208,77703,,35691,1,2,36619,1,2,,,,   ,
134209,77703,,36617,1,2,36618,1,2,,,,   ,
136148,77681,,35594,1,1,37775,1,1,,,,   ,
136155,77681,,35747,1,1,37772,1,1,,,,   ,
136164,64493,,9391,1,1,37783,1,1,,,,   ,
136165,64493,,43520,1,2,37782,1,2,,,,   ,
136166,64532,,9425,1,2,37785,1,2,,,,   ,
136167,64532,,43521,1,1,37784,1,1,,,,   ,
136168,10000239,,40163,1,1,37787,1,1,,,,   ,
136169,10000240,,43927,1,2,37786,1,2,,,,   ,
136170,65130,,10154,1,2,37789,1,2,,,,   ,
136171,65130,,43559,1,2,37788,1,2,,,,   ,
136174,63806,,8226,1,2,37793,1,2,,,,   ,
136175,63806,,41375,1,2,37792,1,2,,,,   ,
136176,74710,,27575,1,2,37795,1,2,,,,   ,
136178,74710,,33688,1,2,37794,1,2,,,,   ,
136182,10000047,,12657,1,1,37798,1,1,,,,   ,
136183,10000048,,36260,1,2,37797,1,2,,,,   ,
136184,77791,,35973,1,2,37800,1,2,,,,   ,
136185,77791,,36261,1,1,37799,1,1,,,,   ,
136186,77891,,36262,1,2,37802,1,2,,,,   ,
136187,77891,,41545,1,2,37801,1,2,,,,   ,
136188,78524,,42281,1,1,37804,1,1,,,,   ,
136189,78524,,42314,1,2,37803,1,2,,,,   ,
136190,78525,,42510,1,2,37806,1,2,,,,   ,
136191,78525,,42930,1,2,37805,1,2,,,,   ,
136282,64063,,8527,1,2,37864,1,2,,,,   ,
136285,64063,,47483,1,2,37862,1,2,,,,   ,
137606,78924,,38947,1,1,38945,1,1,,,,   ,
137607,78924,,38947,1,1,38946,1,1,,,,   ,
137608,78927,,42680,1,1,38947,1,1,,,,   ,
137609,78925,,38945,1,1,38948,1,1,,,,   ,
137610,78925,,42721,1,4,38948,2,5,,,,   ,
137611,78929,,42724,1,2,38949,1,2,,,,   ,
137612,78929,,42810,2,2,38949,1,2,,,,   ,
137613,78929,,42810,1,1,38950,1,2,,,,   ,
137614,78930,,38949,1,2,38951,1,2,,,,   ,
137615,78932,,38953,1,2,38952,1,2,,,,   ,
137616,78932,,38960,1,1,38952,3,3,,,,   ,
137617,78934,,38955,2,3,38953,1,2,,,,   ,
137618,78933,,38952,1,3,38954,1,3,,,,   ,
137619,78936,,38956,1,1,38955,1,1,,,,   ,
137620,78936,,38957,1,2,38955,2,3,,,,   ,
137621,78937,,42705,1,2,38956,1,1,,,,   ,
137622,78938,,38958,1,2,38957,1,2,,,,   ,
137623,78939,,42541,1,1,38958,1,2,,,,   ,
137624,78939,,42541,1,4,38959,1,3,,,,   ,
137625,78941,,38962,1,1,38960,1,1,,,,   ,
137626,78941,,38962,2,3,38961,1,2,,,,   ,
137627,78943,,38963,1,2,38962,2,3,,,,   ,
137628,78944,,38965,1,2,38963,1,2,,,,   ,
137629,78945,,42642,1,2,38964,1,2,,,,   ,
137630,78946,,38964,1,2,38965,1,2,,,,   ,
137631,78947,,42323,1,1,38966,1,2,,,,   ,
137632,78949,,38972,1,1,38967,1,1,,,,   ,
137633,78949,,42273,1,2,38967,2,3,,,,   ,
137634,78950,,38967,2,3,38968,1,2,,,,   ,
137635,78951,,38968,1,2,38969,1,2,,,,   ,
137636,78952,,38969,1,2,38970,1,2,,,,   ,
137637,78953,,38974,1,1,38971,1,1,,,,   ,
137638,78954,,38971,1,1,38972,1,1,,,,   ,
137639,78954,,38971,1,1,38973,1,2,,,,   ,
137640,78955,,38975,1,1,38974,1,1,,,,   ,
137641,78956,,38976,1,1,38975,1,1,,,,   ,
137642,78957,,38977,1,1,38976,1,1,,,,   ,
137643,78958,,38978,1,1,38977,1,1,,,,   ,
137644,78959,,42239,1,1,38978,1,1,,,,   ,
137645,78960,,42158,1,1,38979,1,1,,,,   ,
